t_prop_us,noise_pct,init_factor,warm_start,path_change_ack,path_factor,converged_ack,converged_rtt,detection_ack,detection_delta_ack,final_x_est_us,final_min_rtt_us,true_min_rtt_us,final_err_pct,acks_total,final_confirm_cnt,final_confirm_slow_cnt
500000,2.0,0.75,True,,1.0,2,499,-1,-1,493769,480150,500000,1.2462,10000,0,1
500000,5.0,0.001,True,,1.0,59,499,-1,-1,435189,435189,500000,12.9622,10000,0,0
500000,5.0,0.01,True,,1.0,39,499,-1,-1,512638,512638,500000,2.5276,10000,0,0
500000,5.0,0.1,True,,1.0,19,499,-1,-1,505624,449937,500000,1.1248,10000,3,3
500000,5.0,0.25,True,,1.0,11,499,-1,-1,441800,441800,500000,11.64,10000,0,0
500000,5.0,0.5,True,,1.0,7,499,-1,-1,487923,463317,500000,2.4154,10000,0,1
500000,5.0,0.75,True,,1.0,2,499,-1,-1,513257,457449,500000,2.6513999999999998,10000,1,1
500000,10.0,0.001,True,,1.0,67,499,-1,-1,500771,469121,500000,0.1542,10000,0,1
500000,10.0,0.01,True,,1.0,39,499,-1,-1,552929,439295,500000,10.585799999999999,10000,2,2
500000,10.0,0.1,True,,1.0,19,499,-1,-1,460726,441826,500000,7.854800000000001,10000,0,2
500000,10.0,0.25,True,,1.0,17,499,-1,-1,514901,495833,500000,2.9802,10000,0,0
500000,10.0,0.5,True,,1.0,5,499,-1,-1,502615,502615,500000,0.523,10000,0,0
500000,10.0,0.75,True,,1.0,6,499,-1,-1,496258,442298,500000,0.7484000000000001,10000,1,1
500000,20.0,0.001,True,,1.0,60,499,-1,-1,415694,330209,500000,16.8612,10000,2,2
500000,20.0,0.01,True,,1.0,69,499,-1,-1,316595,282171,500000,36.681000000000004,10000,1,1
500000,20.0,0.1,True,,1.0,56,499,-1,-1,367054,327143,500000,26.5892,10000,1,1
500000,20.0,0.25,True,,1.0,18,499,-1,-1,428426,381842,500000,14.3148,10000,1,1
500000,20.0,0.5,True,,1.0,24,499,-1,-1,474179,422620,500000,5.1642,10000,1,1
500000,20.0,0.75,True,,1.0,14,499,-1,-1,625863,625863,500000,25.1726,10000,0,0
1000000,0.0,0.001,True,,1.0,59,499,-1,-1,1000000,1000000,1000000,0.0,10000,0,0
1000000,0.0,0.01,True,,1.0,39,499,-1,-1,1000000,1000000,1000000,0.0,10000,0,0
1000000,0.0,0.1,True,,1.0,19,499,-1,-1,1000000,1000000,1000000,0.0,10000,0,0
1000000,0.0,0.25,True,,1.0,11,499,-1,-1,1000000,1000000,1000000,0.0,10000,0,0
1000000,0.0,0.5,True,,1.0,5,499,-1,-1,1000000,1000000,1000000,0.0,10000,0,0
1000000,0.0,0.75,True,,1.0,2,499,-1,-1,1000000,1000000,1000000,0.0,10000,0,0
1000000,0.5,0.001,True,,1.0,59,499,-1,-1,991239,981140,1000000,0.8761,10000,0,0
1000000,0.5,0.01,True,,1.0,39,499,-1,-1,997618,981352,1000000,0.2382,10000,0,0
1000000,0.5,0.1,True,,1.0,19,499,-1,-1,996340,978388,1000000,0.366,10000,0,0
1000000,0.5,0.25,True,,1.0,11,499,-1,-1,1004429,981289,1000000,0.44289999999999996,10000,0,0
1000000,0.5,0.5,True,,1.0,5,499,-1,-1,995761,981333,1000000,0.42389999999999994,10000,0,0
1000000,0.5,0.75,True,,1.0,2,499,-1,-1,1002040,982214,1000000,0.20400000000000001,10000,0,0
1000000,1.0,0.001,True,,1.0,59,499,-1,-1,996207,973319,1000000,0.37929999999999997,10000,0,2
1000000,1.0,0.01,True,,1.0,39,499,-1,-1,991582,971282,1000000,0.8418,10000,0,1
1000000,1.0,0.1,True,,1.0,19,499,-1,-1,995226,973176,1000000,0.47739999999999994,10000,0,4
1000000,1.0,0.25,True,,1.0,11,499,-1,-1,1004891,983044,1000000,0.48910000000000003,10000,0,0
1000000,1.0,0.5,True,,1.0,5,499,-1,-1,980060,976541,1000000,1.994,10000,0,0
1000000,1.0,0.75,True,,1.0,2,499,-1,-1,997214,973820,1000000,0.27859999999999996,10000,0,0
1000000,2.0,0.001,True,,1.0,59,499,-1,-1,1004653,975710,1000000,0.4653,10000,0,0
1000000,2.0,0.01,True,,1.0,39,499,-1,-1,1023393,1023393,1000000,2.3393,10000,0,0
1000000,2.0,0.1,True,,1.0,19,499,-1,-1,996232,956338,1000000,0.3768,10000,0,2
1000000,2.0,0.25,True,,1.0,11,499,-1,-1,1023267,966637,1000000,2.3266999999999998,10000,0,4
1000000,2.0,0.5,True,,1.0,5,499,-1,-1,985198,951287,1000000,1.4802,10000,0,0
1000000,2.0,0.75,True,,1.0,4,499,-1,-1,974349,974349,1000000,2.5651,10000,0,0
1000000,5.0,0.001,True,,1.0,59,499,-1,-1,969290,927842,1000000,3.071,10000,0,3
1000000,5.0,0.01,True,,1.0,39,499,-1,-1,1053562,1009098,1000000,5.356199999999999,10000,0,0
1000000,5.0,0.1,True,,1.0,20,499,-1,-1,994395,970046,1000000,0.5605,10000,0,2
1000000,5.0,0.25,True,,1.0,11,499,-1,-1,972006,926778,1000000,2.7994000000000003,10000,0,3
1000000,5.0,0.5,True,,1.0,6,499,-1,-1,995566,964484,1000000,0.44339999999999996,10000,0,0
1000000,5.0,0.75,True,,1.0,3,499,-1,-1,1017186,927016,1000000,1.7186,10000,0,4
1000000,10.0,0.001,True,,1.0,59,499,-1,-1,995916,942240,1000000,0.4084,10000,0,1
1000000,10.0,0.01,True,,1.0,43,499,-1,-1,1093525,901782,1000000,9.3525,10000,2,4
1000000,10.0,0.1,True,,1.0,20,499,-1,-1,1015593,913771,1000000,1.5593,10000,1,4
1000000,10.0,0.25,True,,1.0,11,499,-1,-1,1046473,964187,1000000,4.6473,10000,0,1
1000000,10.0,0.5,True,,1.0,5,499,-1,-1,938465,863803,1000000,6.1535,10000,0,4
1000000,10.0,0.75,True,,1.0,11,499,-1,-1,931124,931124,1000000,6.887600000000001,10000,0,0
1000000,20.0,0.001,True,,1.0,73,499,-1,-1,860103,683227,1000000,13.9897,10000,2,2
1000000,20.0,0.01,True,,1.0,41,499,-1,-1,973253,913642,1000000,2.6747,10000,0,1
1000000,20.0,0.1,True,,1.0,24,499,-1,-1,1019926,810183,1000000,1.9926,10000,2,2
1000000,20.0,0.25,True,,1.0,16,499,-1,-1,541331,383252,1000000,45.8669,10000,3,3
1000000,20.0,0.5,True,,1.0,8,499,-1,-1,866703,813589,1000000,13.329699999999999,10000,0,3
1000000,20.0,0.75,True,,1.0,2,499,-1,-1,772316,546785,1000000,22.7684,10000,3,3
